htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
loc.ark+=13960=t0cv5044f,9589064,20768851,PS2014.H12O6 1897,"Howard, Bronson,",New York;c1897.,1897,nyu,,Women;Drama,One of our girls,0.86,53,64,0.999,s,1897,    ,1897
loc.ark+=13960=t0xp7p000,9606084,,PR2823.A2G3,"Shakespeare, William,","Boston;New York [etc.;Leach, Shewell, & Sanborn;1897.",1897,mau,,11th cent;Regicides;Macbeth;Scotland;Drama;King of Scotland,Macbeth;,0.7,104,244,1.0,s,1897,    ,1897
loc.ark+=13960=t12n5n24t,9567274,,PS635.Z9D88932,"Dumont, Frank. [from old catalog]",Chicago;Dramatic Pub. Co.;1897,1897,ilu,,,Conrad,0.77,47,52,1.0,s,1897,    ,1897
loc.ark+=13960=t16m3q544,9577895,,PS1744.G87F3,"Glanville, Albert. [from old catalog]",Chicago;A. Francoeur & company;1897.,1897,ilu,,,A fair fraud,0.82,56,72,1.0,s,1897,    ,1897
loc.ark+=13960=t17m0v520,9566808,,PS1499.D85F7 1897a,"Daly, Augustin,","New York;T. H. French; etc., etc.;c1897",1897,nyu,,,"""Frou frou"";",0.83,58,65,1.0,s,1897,    ,1897
loc.ark+=13960=t1mg84j86,1362212,2085834,,"Shakespeare, William,",New York;E. R. Herrick & company;c1897,1897,nyu,,"1564-1616;Shakespeare, William;Calendars",Shakespeare's men and women;,0.87,222,250,1.0,s,1897,    ,1897
loc.ark+=13960=t22b9pn8g,9569369,20778669,PS635.Z9T538,"Toler, Sallie F.",Chicago;The Dramatic Publishing Company;c1897,1897,ilu,,,Bird's Island;,0.83,38,52,1.0,s,1897,    ,1897
loc.ark+=13960=t2k64xq18,9563409,,PR3488.A1 1897,"Goldsmith, Oliver,",Boston;W. H. Baker & co.;1897.,1897,mau,,,She stoops to conquer,0.88,68,76,1.0,s,1897,    ,1897
loc.ark+=13960=t2s478c6n,9578973,,PS2359.M1385A8,"McFall, B. G. [from old catalog]","Clyde, Ohio;Ames' publishing co.;c1897.",1897,ohu,,Drama. [from old catalog];Temperance,Among the moonshiners;,0.78,30,36,1.0,s,1897,    ,1897
loc.ark+=13960=t2t445c15,9573576,29830092,PS1939.H4H4,"Holcomb, Willard.","Washington, D.C.;W.A. Page;1897",1897,dcu,,,"A one act play called Her last rehearsal; or, Disenchanting an amateur",0.77,29,40,0.99,s,1897,    ,1897
loc.ark+=13960=t3jw8w52j,9596102,,PS635.Z9F699,"Ford, Daniel K. [from old catalog]",St. Paul;Samuel Carman Printing Co.;1897.,1897,mnu,,,The bacteriologist,0.81,99,118,0.953,s,1897,    ,1897
loc.ark+=13960=t3qv4387g,9586059,36346128,PS2014.H12S4 1897,"Howard, Bronson,",New York;s.n.;c1897,1897,nyu,,,Shenandoah,0.85,57,68,1.0,s,1897,    ,1897
loc.ark+=13960=t46q2dr9x,9572686,,PS1769.H68F5,"Hageman, Maurice.",Chicago;The Dramatic publishing company;1897,1897,ilu,,,The first kiss,0.78,15,20,1.0,s,1897,    ,1897
loc.ark+=13960=t48p6hw88,9609011,,PS635.Z9C899 1897,"[Crawford, Alice.] [from old catalog]",New York;Harold Roorbach;c1897.,1897,nyu,,,The Shakespeare water cure,0.79,41,48,1.0,s,1897,    ,1897
loc.ark+=13960=t4kk9s84g,9563762,,PS635.Z9A496,,Chicago;Dramatic Pub. Co.;c1897.,1897,ilu,,,An American harem,0.68,14,20,0.999,s,1897,    ,1897
loc.ark+=13960=t4mk6t83k,9590588,,PS635.Z9W659 1897,"Wigle, Fred. B. [from old catalog]","Cleveland, Ohio;1897.",1897,ohu,,,The drummer boy of Shiloh,0.8,52,62,1.0,s,1897,    ,1897
loc.ark+=13960=t55d9cf2m,9575045,,PR4821.I6P4 1897,"Irving, Laurence,",New York;De Vinne Press;c1897.,1897,nyu,,Drama;1672-1725;Peter;I;emperor of Russia,Peter the Great,0.83,111,124,1.0,s,1897,    ,1897
loc.ark+=13960=t68349t6v,9606828,,PR2823.A2W5,"Shakespeare, William,","Boston;New York [etc.;Houghton, Mifflin and company;c1897",1897,mau,,11th cent;Regicides;Macbeth;Scotland;Drama;King of Scotland,Macbeth,0.83,93,120,0.999,s,1897,    ,1897
loc.ark+=13960=t6834kg4q,9607348,,PS1744.G2A7,"Gillette, William,",New York;H. Roorbach;c1897.,1897,nyu,,,All the comforts of home;,0.89,124,128,1.0,s,1897,    ,1897
loc.ark+=13960=t6h13kd3f,9584733,,PS2734.R7C6,"Rosenfeld, Sydney,",New York;The De Witt publishing house;1897.,1897,nyu,,,The club friend;,0.87,90,100,1.0,s,1897,    ,1897
loc.ark+=13960=t6h13nd4r,9598372,,PS2960.S5,"Stuart, Ruth McEnery,",New York;Harper & Bros.;1897.,1897,nyu,,,The snow-cap sisters,0.74,21,34,0.966,s,1897,    ,1897
loc.ark+=13960=t7wm1rm5z,9608403,,PS2014.H12O5 1897,"Howard, Bronson,",New York;c1897.,1897,nyu,,,Old love letters,0.76,16,26,1.0,s,1897,    ,1897
loc.ark+=13960=t83j3xk2b,9558856,,PS1769.H68C7,"Hageman, Maurice. [from old catalog]",Chicago;The Dramatic publishing company;1897,1897,ilu,,,A crazy idea,0.87,61,72,1.0,s,1897,    ,1897
loc.ark+=13960=t8nc6m393,9598768,,PS3501.L3N6 1897,"Alden, Alice Wight,","Wash., D.C.;c1897.",1897,dcu,,,"""Not worth a contintental""",0.77,19,28,0.996,s,1897,    ,1897
loc.ark+=13960=t8v98mk3d,9605103,,PS2232.L795,"Lawrence, F. N. [from old catalog]",Boston;W. H. Baker & co.;1897.,1897,mau,,,Lanty's luck;,0.81,29,42,1.0,s,1897,    ,1897
loc.ark+=13960=t9280sd5z,9608842,20638019,PS1066.B3J6 1897,"Barnard, Charles,",Chicago;The Dramatic Publishing Company;c1897,1897,ilu,,,Joe,0.76,24,32,1.0,s,1897,    ,1897
loc.ark+=13960=t9474ws5x,9599355,,PR3488.A1 1897a,"Goldsmith, Oliver,",New York;Frederick A. Stokes company;1897,1897,nyu,,,She stoops to conquer;,0.86,112,134,1.0,s,1897,    ,1897
loc.ark+=13960=t9863053n,9578766,,PS1122.B53E8 1897,"Brennan, John P. [from old catalog]","Youngstown, Ohio;McNally brothers;1897",1897,ohu,,queen of Persia;Drama. [from old catalog];Esther,"Esther, the Persian queen",0.8,33,50,0.99,s,1897,    ,1897
mdp.39015004960939,1373693,2743845,PR2870.H5,,London;J.M. Dent and Co.;1897.,1897,xx ,,"1564-1616;Shakespeare, William;Spurious and doubtful works",The two noble kinsmen,0.87,143,172,1.0,s,1897,    ,1897
mdp.39015008508726,1909095,4023253,,"Shakespeare, William,",London;J. M. Dent & co.;1897.,1897,enk,,,Shakespeare's comedy of Twelfth night;,0.82,122,164,1.0,r,1897,1894,1897
mdp.39015008641337,1373186,4888251,PR1262.M3,"Manly, John Matthews,",Boston;Ginn;1897-1898.,1897,mau,v.1,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.79,338,682,0.995,m,1897,1898,1897-1898
mdp.39015008641345,1373186,4888251,PR1262.M3,"Manly, John Matthews,",Boston;Ginn;1897-1898.,1897,mau,v.2,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.92,571,610,1.0,m,1897,1898,1897-1898
mdp.39015010858580,1908186,12119979,,,"London;J.M. Dent and Co., c 1897.",1897,enk,,"1564-1616;Shakespeare, William;Spurious and doubtful works",Arden of Feversham,0.83,107,140,1.0,s,1897,    ,1897
mdp.39015016748660,1908206,4483645,,"Bates, Arlo,",Boston;W.H. Baker & co.;c. 1897,1897,mau,,,A gentle jury;,0.69,12,20,1.0,s,1897,    ,1897
mdp.39015022205317,1373186,4888251,PR1262.M3,"Manly, John Matthews,",Boston;Ginn;1897-1898.,1897,mau,v.2,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.92,563,608,1.0,m,1897,1898,1897-1898
mdp.39015024529201,1017504,1677550,PR2506.A2M6,"Fletcher, John,",London;Dent;1897.,1897,enk,,,The faithful shepherdess,0.88,117,154,1.0,s,1897,    ,1897
mdp.39015024529235,1358966,6992722,,"Heywood, Thomas,",London;J. M. Dent and co.;1897.,1897,enk,,,A woman killed with kindness;,0.81,95,142,1.0,s,1897,    ,1897
mdp.39015028567827,1018078,7582266,PR2859.S6 1897,,London;J.M. Dent and Co.;1897.,1897,enk,,"Spurious and doubtful works;Drama;1564-1616;King of England;Edward;1312-1377;Shakespeare, William;III",Edward the third,0.88,110,162,0.999,s,1897,    ,1897
mdp.39015030034469,1908382,15675825,,"Forepaugh, Luella.",New York;London;S. French;c1897.,1897,nyu,,,Dr. Jekyll and Mr. Hyde;,0.8,41,56,1.0,s,1897,    ,1897
mdp.39015030775673,1904841,569284,,"Nordau, Max Simon,",London &;N.Y.;F. Tennyson Neely;1897,1897,enk,,,"The shackles of fate, a play in five acts",0.84,193,218,1.0,s,1897,    ,1897
mdp.39015030857018,1018078,7582266,PR2859.S6 1897,,London;J.M. Dent and Co.;1897.,1897,enk,,"Spurious and doubtful works;Drama;1564-1616;King of England;Edward;1312-1377;Shakespeare, William;III",Edward the third,0.87,108,164,0.997,s,1897,    ,1897
mdp.39015030943370,1908679,2962685,,,London;J.M. Dent & Co.;1897.,1897,enk,,"1564-1616;Shakespeare, William;Spurious and doubtful works",The merry devil of Edmonton,0.8,67,106,1.0,s,1897,    ,1897
mdp.39015036758871,784020,1841318,PS1499.D85F7 1897,"Daly, Augustin,","New York;S. French; [etc., etc.;c1897.",1897,nyu,,,"""Frou frou"";",0.81,53,71,1.0,s,1897,    ,1897
mdp.39015041168769,1373186,4888251,PR1262.M3,"Manly, John Matthews,",Boston;Ginn;1897-1898.,1897,mau,v.1,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.76,343,670,0.995,m,1897,1898,1897-1898
mdp.39015063515814,209441,65988040,,"Shakespeare, William,",London;New York;Edward Arnold;1897,1897,enk,,,The tragedy of King Richard the Second,0.66,86,221,1.0,s,1897,    ,1897
mdp.39015063521549,119695,6057456,PS1744.G2A5 1897,"Gillette, William,",New York;H. Roorbach;c1897.,1897,nyu,,,All the comforts of home;,0.89,126,136,1.0,s,1897,    ,1897
mdp.39015063522737,120477,20676133,,"Tiffany, Esther Brown.",Boston;W. H. Baker & co.;1897.,1897,mau,,,A tell-tale eyebrow,0.84,22,30,1.0,s,1897,    ,1897
mdp.39015063524766,280230,47813027,PR2812.A2R6 1878,"Shakespeare, William,",New York;Harper & brothers;1897.,1897,nyu,,1387-1422;Henry;Drama;King of England;V,Shakespeare's history of King Henry the Fifth,0.75,109,198,1.0,s,1897,    ,1897
mdp.39015063744620,208530,62102505,PS3525.E674D5,"Merriman, Effie Woodward,",Chicago;The Dramatic publishing company;c1897,1897,ilu,,,Diamonds and hearts;,0.85,40,51,1.0,s,1897,    ,1897
mdp.39015063756137,245705,38435141,,"Shakespeare, William,",New York;Harper & brothers;1897.,1897,nyu,,,Shakespeare's comedy of All's well that ends well,0.73,96,198,1.0,s,1897,    ,1897
mdp.39015063756343,280124,4988869,,"Shakespeare, William,",New York;Barse & Hopkins;c1897,1897,nyu,,,"The tragedy of Hamlet, prince of Denmark",0.86,247,277,1.0,s,1897,    ,1897
mdp.39015064368791,1960285,43843894,,"Eddy, Mary Baker,",Boston;Christian science publishing society;1897.,1897,mau,,Christian Science,"Church manual of the First church of Christ, Scientist, in Boston, Massachusetts",0.71,75,151,1.0,s,1897,    ,1897
mdp.39015064425229,1210009,67227182,PT2508.S2Z37 1897,"Schönthan, Franz von,",New York;H. Roorbach;c1897.,1897,nyu,,,A night off;,0.9,97,101,1.0,s,1897,    ,1897
mdp.39076002717192,8993249,2910205,PN4291.D35,"Denton, Clara Janetta (Fort),",Chicago;T.S. Denison;1897,1897,ilu,,Dialogues,From tots to teens;,0.78,101,142,0.999,s,1897,    ,1897
njp.32101051387155,8899274,25268850,,"Shore, Arabella.",London;G. Richards;1897.,1897,enk,,,Poems by A. and L,0.72,193,378,0.998,s,1897,    ,1897
njp.32101060169404,8913141,42962774,,Sophocles.,Lond.;Longmans Green & Co.;1897.,1897,enk,,Single authors;Greek drama,Tragedies,0.81,393,478,1.0,s,1897,    ,1897
njp.32101063581480,2103996,12830544,,"Jones, Henry Arthur,",London;Privately printed at the Chiswick press;1897.,1897,enk,,,The physician;,0.85,80,96,0.999,s,1897,    ,1897
njp.32101063691313,8917492,2602239,,"De Mille, Henry Churchill,","New York;I. Goldmann, printer;c1897.",1897,nyu,,,The lost paradise;,0.86,90,104,1.0,s,1897,    ,1897
njp.32101066124205,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.11,,Shakespere's works,0.89,346,370,1.0,s,1897,    ,1897
njp.32101066124213,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.10,,Shakespere's works,0.89,321,338,1.0,s,1897,    ,1897
njp.32101066124221,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.9,,Shakespere's works,0.89,267,280,1.0,s,1897,    ,1897
njp.32101066124239,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.8,,Shakespere's works,0.89,317,338,1.0,s,1897,    ,1897
njp.32101066124247,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.7,,Shakespere's works,0.89,328,348,1.0,s,1897,    ,1897
njp.32101066124254,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.6,,Shakespere's works,0.89,303,322,0.991,s,1897,    ,1897
njp.32101066124262,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.5,,Shakespere's works,0.89,296,310,1.0,s,1897,    ,1897
njp.32101066124270,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.4,,Shakespere's works,0.89,269,286,1.0,s,1897,    ,1897
njp.32101066124288,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.3,,Shakespere's works,0.89,353,374,1.0,s,1897,    ,1897
njp.32101066124296,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.2,,Shakespere's works,0.89,309,326,1.0,s,1897,    ,1897
njp.32101066124304,8925311,21061061,,"Shakespeare, William,",New York;D. Appleton and company;1897.,1897,nyu,v.1,,Shakespere's works,0.88,328,350,1.0,s,1897,    ,1897
njp.32101066124312,1362212,2085834,,"Shakespeare, William,",New York;E. R. Herrick & company;c1897,1897,nyu,,"1564-1616;Shakespeare, William;Calendars",Shakespeare's men and women;,0.88,222,246,1.0,s,1897,    ,1897
njp.32101068144441,8967551,42634565,,"Shakespeare, William,",n.p.;1897.,1897,xx ,,,Shakespeare's King John and Richard III,0.75,211,426,1.0,s,1897,    ,1897
njp.32101068168044,8968412,8696356,PS3505.R265B4,"Crane, Elizabeth Green.",New York;C. Scribner's Sons;1897.,1897,nyu,,"Berquin, Louis de;1490-1529",Berquin,0.83,101,128,1.0,s,1897,    ,1897
njp.32101068584398,8972875,3491888,,"Massinger, Philip,",London;Chatto & Windus;1897.,1897,enk,,,The plays of Philp Massinger,0.93,634,706,1.0,s,1897,    ,1897
njp.32101068605680,7693652,981879,,"Webster, John,",London;Reeves & Turner;1897.,1897,   ,v.1,,The dramatic works of John Webster,0.87,262,304,1.0, ,1897,    ,1897
nnc1.1002346834,8405456,13213329,,"Foote, Samuel,",London;A. Millar;1897.,1897,enk,v.1,,"Dramatic works of Samuel Foote, esq",0.88,347,380,0.997,s,1897,    ,1897
nnc1.1002346885,8405456,13213329,,"Foote, Samuel,",London;A. Millar;1897.,1897,enk,v.2,,"Dramatic works of Samuel Foote, esq",0.89,425,448,1.0,s,1897,    ,1897
nnc1.cu50412710,8423044,11540427,,"Schönthan, Franz von,",New York;Dick & Fitzgerald;c1897.,1897,nyu,,,"Seven-twenty-eight; or, Casting the boomerang",0.86,102,114,1.0,s,1897,    ,1897
nyp.33433000893978,8609717,38588508,,,Washington;1897,1897,dcu,,Library of Congress,Condition of the Library of Congress,0.75,208,328,1.0,s,1897,    ,1897
nyp.33433038600700,8613864,36657408,,,London;E. Stock;1897.,1897,enk,,English drama,Hugo of Avendon,0.83,85,102,0.999,s,1897,    ,1897
nyp.33433043220098,8611933,,,"Schönthan, Franz von,",New York;Fitzgerald Pub. Co.;c1897.,1897,nyu,,German drama;Translations into English,A night off;,0.93,99,108,1.0,s,1897,    ,1897
nyp.33433074894795,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 1,,The plays of Shakespeare,0.9,340,404,1.0,s,1897,    ,1897
nyp.33433074894803,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 2,,The plays of Shakespeare,0.89,322,410,1.0,s,1897,    ,1897
nyp.33433074894811,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 3,,The plays of Shakespeare,0.85,281,402,1.0,s,1897,    ,1897
nyp.33433074894829,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 6,,The plays of Shakespeare,0.84,243,432,1.0,s,1897,    ,1897
nyp.33433074894837,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 7,,The plays of Shakespeare,0.9,325,412,0.999,s,1897,    ,1897
nyp.33433074894845,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 8,,The plays of Shakespeare,0.89,317,412,1.0,s,1897,    ,1897
nyp.33433074894852,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 12,,The plays of Shakespeare,0.9,327,404,0.992,s,1897,    ,1897
nyp.33433074894860,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 13,,The plays of Shakespeare,0.93,371,402,1.0,s,1897,    ,1897
nyp.33433074894878,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 15,,The plays of Shakespeare,0.9,301,402,1.0,s,1897,    ,1897
nyp.33433074894886,8692305,38435430,,"Shakespeare, William,",New York;Doubleday & McClure Co.;1897.,1897,nyu,v. 17,,The plays of Shakespeare,0.91,351,402,1.0,s,1897,    ,1897
nyp.33433074908058,8608827,25670782,,"Manly, John Matthews,",Boston;London;Ginn;c1897.,1897,mau,v. 2,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.9,569,610,1.0,s,1897,    ,1897
nyp.33433074908066,8608827,25670782,,"Manly, John Matthews,",Boston;London;Ginn;c1897.,1897,mau,v. 1,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.7,331,678,0.995,s,1897,    ,1897
nyp.33433081929345,8674448,37555887,,"Beerbohm, Constance,",London;George Newnes;1897.,1897,enk,,Amateur plays,A little book of plays for professional and amateur actors,0.83,92,144,1.0,s,1897,    ,1897
pst.000005049356,7025584,11507039,,"Manly, John Matthews,",Boston;Ginn & co.;1897.,1897,xx ,v.1,English drama;To 1500,"Specimens of the pre-Shakesperean drama, with an introduction, notes, and a glossary by John Matthews Manly",0.66,341,670,0.995,s,1897,    ,1897
uc1.$b802444,9950426,,,"Schönthan, Franz von,",New York;French;c1897.,1897,nyu,,English drama;German drama;Translations into English,A night off;,0.87,97,112,1.0,s,1897,    ,1897
uc1.b111286,6606787,28455161,,"Pinero, Arthur Wing,",London;W. Heinemann;New York;S. French;c1897.,1897,enk,,,"The princess and the butterfly, or, The Fantastics",0.81,220,264,1.0,s,1897,    ,1897
uc1.b248161,6501168,30153644,PS3089.T33D56,"Townsend, Charles,",Boston;W.H. Baker & Co.;1897.,1897,mau,,,The doctor,0.82,47,56,1.0,s,1897,    ,1897
uc1.b248186,6501188,30212489,,"Moubrey, Lilian.",London;W. Heinemann;1897.,1897,enk,,"1500-1571;Cellini, Benvenuto;Drama",King and artist,0.87,88,106,1.0,s,1897,    ,1897
uc1.b272621,1362212,2085834,,"Shakespeare, William,",New York;E. R. Herrick & company;c1897,1897,nyu,,"1564-1616;Shakespeare, William;Calendars",Shakespeare's men and women;,0.87,223,252,0.999,s,1897,    ,1897
uc1.b280040,1904841,569284,,"Nordau, Max Simon,",London &;N.Y.;F. Tennyson Neely;1897,1897,enk,,,"The shackles of fate, a play in five acts",0.85,193,218,1.0,s,1897,    ,1897
uc1.b298177,6532197,28934999,,"Adams, Justin,",Boston;W. H. Baker & Co.;c1897.,1897,mau,,,Down East,0.86,46,56,1.0,s,1897,    ,1897
uc1.b3128042,1693813,1268097,PR2279.G38S3,"Goddard, William,",London;Priv. print. for subscribers only;1897.,1897,enk,,Women,A satirycall dialogve;,0.74,43,70,1.0,s,1897,    ,1897
uc1.b4110248,1373186,4888251,PR1262.M3,"Manly, John Matthews,",Boston;Ginn;1897-1898.,1897,mau,v.1,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.79,361,670,0.995,m,1897,1898,1897-1898
uc1.b4110249,1373186,4888251,PR1262.M3,"Manly, John Matthews,",Boston;Ginn;1897-1898.,1897,mau,v.2,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.92,565,606,1.0,m,1897,1898,1897-1898
uc2.ark+=13960=t09w0f740,7693652,981879,,"Webster, John,",London;Reeves & Turner;1897.,1897,   ,v.04,,The dramatic works of John Webster,0.87,281,322,1.0, ,1897,    ,1897
uc2.ark+=13960=t0bv7g40r,7693652,981879,,"Webster, John,",London;Reeves & Turner;1897.,1897,   ,v.01,,The dramatic works of John Webster,0.87,262,304,1.0, ,1897,    ,1897
uc2.ark+=13960=t0pr7q13t,7682414,20623188,,"Pellico, Silvio,",Cambridge;C.W. Seaver;1898 [c1897,1897,enk,,,Francesca da Rimini;,0.73,106,182,0.991, ,1897,1898,1898
uc2.ark+=13960=t0wp9wh8h,6501188,30212489,,"Moubrey, Lilian.",London;W. Heinemann;1897.,1897,enk,,"1500-1571;Cellini, Benvenuto;Drama",King and artist,0.86,88,106,1.0,s,1897,    ,1897
uc2.ark+=13960=t14m94b40,7672633,7430218,,"Shakespeare, William,",New York;Harper & brothers;1897.,1897,nyu,,,Shakespeare's comedy of As you like it,0.69,91,216,1.0,s,1897,    ,1897
uc2.ark+=13960=t1hh6rk59,7696103,3632546,,,London;Dent;1897.,1897,enk,,"Arden, Thomas;d. 1551",Arden of Feversham,0.84,107,138,1.0,s,1897,    ,1897
uc2.ark+=13960=t1rf5t678,1693813,1268097,PR2279.G38S3,"Goddard, William,",London;Priv. print. for subscribers only;1897.,1897,enk,,Women,A satirycall dialogve;,0.74,45,72,1.0,s,1897,    ,1897
uc2.ark+=13960=t1wd3sf17,6501168,30153644,PS3089.T33D56,"Townsend, Charles,",Boston;W.H. Baker & Co.;1897.,1897,mau,,,The doctor,0.82,45,54,1.0,s,1897,    ,1897
uc2.ark+=13960=t26974b60,7693652,981879,,"Webster, John,",London;Reeves & Turner;1897.,1897,   ,v.03,,The dramatic works of John Webster,0.82,217,284,0.999, ,1897,    ,1897
uc2.ark+=13960=t2k64dr3g,1904841,569284,,"Nordau, Max Simon,",London &;N.Y.;F. Tennyson Neely;1897,1897,enk,,,"The shackles of fate, a play in five acts",0.85,192,216,1.0,s,1897,    ,1897
uc2.ark+=13960=t2z31nw6v,784020,1841318,PS1499.D85F7 1897,"Daly, Augustin,","New York;S. French; [etc., etc.;c1897.",1897,nyu,,,"""Frou frou"";",0.86,58,66,1.0,s,1897,    ,1897
uc2.ark+=13960=t53f4pq94,1362212,2085834,,"Shakespeare, William,",New York;E. R. Herrick & company;c1897,1897,nyu,,"1564-1616;Shakespeare, William;Calendars",Shakespeare's men and women;,0.87,222,252,0.999,s,1897,    ,1897
uc2.ark+=13960=t6736qn04,6532197,28934999,,"Adams, Justin,",Boston;W. H. Baker & Co.;c1897.,1897,mau,,,Down East,0.86,46,56,1.0,s,1897,    ,1897
uc2.ark+=13960=t76t0m64x,1194716,1355239,PR5182.P75 1897,"Pinero, Arthur Wing,","London;W. Heinemann: New York, S. French;c1897.",1897,enk,,,The princess and the butterfly;,0.83,219,264,0.999,s,1897,    ,1897
uc2.ark+=13960=t7fq9sp4t,7683203,5866468,,"Stevenson, Robert Louis,",London;W. Heinmann;1897.,1897,enk,,,Macaire,0.85,85,100,1.0, ,1897,    ,1897
uc2.ark+=13960=t8gf12b4f,7703376,5456039,,"Sheridan, Richard Brinsley,",London;J. M. Dent;1897.,1897,enk,,,The critic,0.84,90,118,0.995,s,1897,    ,1897
uc2.ark+=13960=t9959sq80,1908679,2962685,,,London;J.M. Dent & Co.;1897.,1897,enk,,"1564-1616;Shakespeare, William;Spurious and doubtful works",The merry devil of Edmonton,0.81,67,104,1.0,s,1897,    ,1897
uc2.ark+=13960=t9d50jv2h,7657054,3374421,PR6007.I9S5 1897,"Dixon, W. John","London;Printed at the Chiswick press, and sold by Messrs. Hatchard;1897.",1897,xx ,,"Raleigh, Walter;Sir;Drama;1552?-1618",Sir Walter Ralegh,0.85,92,108,1.0,s,1897,    ,1897
uc2.ark+=13960=t9j38ps3b,1373186,4888251,PR1262.M3,"Manly, John Matthews,",Boston;Ginn;1897-1898.,1897,mau,v.1,"English drama;Early modern and Elizabethan, 1500-1600;Mysteries and miracle-plays, English;To 1500",Specimens of the pre-Shaksperean drama,0.8,366,668,0.995,m,1897,1898,1897-1898
umn.31951002081588k,8558505,8540851,,"Latimer, Elizabeth Wormeley,",Boston;Roberts brothers;1897.,1897,mau,,"Criticism and interpretation;1564-1616;Shakespeare, William;Comedies",Familiar talks on some of Shakspear's comedies,0.77,367,470,1.0,s,1897,    ,1897
uva.x001130562,9793342,15292626,,"Kingsley, Charles,",London;New York;Macmillan;1897.,1897,enk,,,Poems,0.68,143,374,0.999,s,1897,    ,1897
uva.x001851296,9775268,703503965,,"Shakespeare, William,",London;J.M.Dent;1897,1897,enk,,,Shakespeare's comedy of As you like it,0.81,129,180,1.0,s,1897,    ,1897
uva.x002403966,1909095,4023253,,"Shakespeare, William,",London;J. M. Dent & co.;1897.,1897,enk,,,Shakespeare's comedy of Twelfth night;,0.84,126,164,0.999,r,1897,1894,1897
uva.x030154100,1909095,4023253,,"Shakespeare, William,",London;J. M. Dent & co.;1897.,1897,enk,,,Shakespeare's comedy of Twelfth night;,0.85,127,156,1.0,r,1897,1894,1897
coo.31924013988229,9062219,6295375,,,"Washington, D.C.;Interstae commerce commission;1898.",1898,dcu,,"Railroad associations;National Grange;Agriculture;Commercial associations;United States;Societies, etc","List of national, state, and local commercial organizations",0.76,124,156,0.996,s,1898,    ,1898
coo.31924026235873,11406582,15508698,PT2616.Z32M6,"Hauptmann, Gerhart,",New York;The De Witt Publishing House;1898.,1898,nyu,,,Lonely lives;,0.88,182,196,0.999,s,1898,    ,1898
inu.30000005068055,7578934,5343277,,"Rostand, Edmond,",New York;Stokes;c1898.,1898,nyu,,1619-1655;Cyrano de Bergerac,Cyrano de Bergerac,0.85,218,254,1.0,s,1898,    ,1898
